id,dataset,method,method_confidence_level,method_bias,method_recall_target,filename,row_count
7582,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,1.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_1.0_0.8.csv,417
7583,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,1.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_1.0_0.9.csv,417
7584,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,1.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_1.0_0.95.csv,417
7585,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,1.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_1.0_0.99.csv,417
7586,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,10.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_10.0_0.8.csv,417
7587,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,10.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_10.0_0.9.csv,417
7588,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,10.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_10.0_0.95.csv,417
7589,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,10.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_10.0_0.99.csv,417
7590,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,2.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_2.0_0.8.csv,417
7591,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,2.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_2.0_0.9.csv,417
7592,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,2.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_2.0_0.95.csv,417
7593,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,2.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_2.0_0.99.csv,417
7594,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,5.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_5.0_0.8.csv,417
7595,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,5.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_5.0_0.9.csv,417
7596,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,5.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_5.0_0.95.csv,417
7597,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.8,5.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.8_5.0_0.99.csv,417
7598,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,1.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_1.0_0.8.csv,417
7599,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,1.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_1.0_0.9.csv,417
7600,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,1.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_1.0_0.95.csv,417
7601,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,1.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_1.0_0.99.csv,417
7602,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,10.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_10.0_0.8.csv,417
7603,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,10.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_10.0_0.9.csv,417
7604,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,10.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_10.0_0.95.csv,417
7605,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,10.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_10.0_0.99.csv,417
7606,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,2.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_2.0_0.8.csv,417
7607,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,2.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_2.0_0.9.csv,417
7608,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,2.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_2.0_0.95.csv,417
7609,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,2.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_2.0_0.99.csv,417
7610,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,5.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_5.0_0.8.csv,417
7611,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,5.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_5.0_0.9.csv,417
7612,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,5.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_5.0_0.95.csv,417
7613,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.95,5.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.95_5.0_0.99.csv,417
7614,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,1.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_1.0_0.8.csv,417
7615,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,1.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_1.0_0.9.csv,417
7616,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,1.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_1.0_0.95.csv,417
7617,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,1.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_1.0_0.99.csv,417
7618,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,10.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_10.0_0.8.csv,417
7619,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,10.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_10.0_0.9.csv,417
7620,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,10.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_10.0_0.95.csv,417
7621,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,10.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_10.0_0.99.csv,417
7622,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,2.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_2.0_0.8.csv,417
7623,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,2.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_2.0_0.9.csv,417
7624,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,2.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_2.0_0.95.csv,417
7625,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,2.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_2.0_0.99.csv,417
7626,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,5.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_5.0_0.8.csv,417
7627,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,5.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_5.0_0.9.csv,417
7628,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,5.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_5.0_0.95.csv,417
7629,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.99,5.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.99_5.0_0.99.csv,417
7630,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,1.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_1.0_0.8.csv,417
7631,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,1.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_1.0_0.9.csv,417
7632,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,1.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_1.0_0.95.csv,417
7633,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,1.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_1.0_0.99.csv,417
7634,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,10.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_10.0_0.8.csv,417
7635,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,10.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_10.0_0.9.csv,417
7636,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,10.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_10.0_0.95.csv,417
7637,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,10.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_10.0_0.99.csv,417
7638,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,2.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_2.0_0.8.csv,417
7639,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,2.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_2.0_0.9.csv,417
7640,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,2.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_2.0_0.95.csv,417
7641,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,2.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_2.0_0.99.csv,417
7642,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,5.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_5.0_0.8.csv,417
7643,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,5.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_5.0_0.9.csv,417
7644,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,5.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_5.0_0.95.csv,417
7645,generic-paired-ris-Kidney,interventionslowerproteinuria_BUSCAR,0.9,5.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_BUSCAR_0.9_5.0_0.99.csv,417
7646,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.8,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.8_none_0.8.csv,4170
7647,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.8,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.8_none_0.9.csv,4170
7648,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.8,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.8_none_0.95.csv,4170
7649,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.8,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.8_none_0.99.csv,4170
7650,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.95,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.95_none_0.8.csv,4170
7651,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.95,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.95_none_0.9.csv,4170
7652,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.95,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.95_none_0.95.csv,4170
7653,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.95,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.95_none_0.99.csv,4170
7654,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.99,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.99_none_0.8.csv,4170
7655,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.99,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.99_none_0.9.csv,4170
7656,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.99,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.99_none_0.95.csv,4170
7657,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.99,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.99_none_0.99.csv,4170
7658,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.9,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.9_none_0.8.csv,4170
7659,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.9,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.9_none_0.9.csv,4170
7660,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.9,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.9_none_0.95.csv,4170
7661,generic-paired-ris-Kidney,interventionslowerproteinuria_CURVE_FITTING,0.9,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_CURVE_FITTING_0.9_none_0.99.csv,4170
7662,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_FIX,nan,none,nan,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_FIX_nan_none_nan.csv,5004
7663,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_FRAC,nan,none,nan,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_FRAC_nan_none_nan.csv,6255
7664,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_RANDOM,nan,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_RANDOM_nan_none_0.8.csv,1251
7665,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_RANDOM,nan,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_RANDOM_nan_none_0.9.csv,1251
7666,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_RANDOM,nan,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_RANDOM_nan_none_0.95.csv,1251
7667,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_RANDOM,nan,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_RANDOM_nan_none_0.99.csv,1251
7668,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_SCORES,nan,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_SCORES_nan_none_0.8.csv,5004
7669,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_SCORES,nan,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_SCORES_nan_none_0.9.csv,5004
7670,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_SCORES,nan,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_SCORES_nan_none_0.95.csv,5004
7671,generic-paired-ris-Kidney,interventionslowerproteinuria_HEURISTIC_SCORES,nan,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_HEURISTIC_SCORES_nan_none_0.99.csv,5004
7672,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.8,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.8_none_0.8.csv,6255
7673,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.8,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.8_none_0.9.csv,6255
7674,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.8,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.8_none_0.95.csv,6255
7675,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.8,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.8_none_0.99.csv,6255
7676,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.95,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.95_none_0.8.csv,6255
7677,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.95,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.95_none_0.9.csv,6255
7678,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.95,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.95_none_0.95.csv,6255
7679,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.95,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.95_none_0.99.csv,6255
7680,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.99,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.99_none_0.8.csv,6255
7681,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.99,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.99_none_0.9.csv,6255
7682,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.99,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.99_none_0.95.csv,6255
7683,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.99,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.99_none_0.99.csv,6255
7684,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.9,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.9_none_0.8.csv,6255
7685,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.9,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.9_none_0.9.csv,6255
7686,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.9,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.9_none_0.95.csv,6255
7687,generic-paired-ris-Kidney,interventionslowerproteinuria_IPP,0.9,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_IPP_0.9_none_0.99.csv,6255
7688,generic-paired-ris-Kidney,interventionslowerproteinuria_KNEE,nan,none,nan,generic-paired-ris-Kidney_interventionslowerproteinuria_KNEE_nan_none_nan.csv,45036
7689,generic-paired-ris-Kidney,interventionslowerproteinuria_QUANT_CI,nan,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_QUANT_CI_nan_none_0.8.csv,3753
7690,generic-paired-ris-Kidney,interventionslowerproteinuria_QUANT_CI,nan,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_QUANT_CI_nan_none_0.9.csv,3753
7691,generic-paired-ris-Kidney,interventionslowerproteinuria_QUANT_CI,nan,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_QUANT_CI_nan_none_0.95.csv,3753
7692,generic-paired-ris-Kidney,interventionslowerproteinuria_QUANT_CI,nan,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_QUANT_CI_nan_none_0.99.csv,3753
7693,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,0.9,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_0.9_0.8.csv,2502
7694,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,0.9,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_0.9_0.9.csv,2502
7695,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,0.9,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_0.9_0.95.csv,2502
7696,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,0.9,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_0.9_0.99.csv,2502
7697,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.05,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.05_0.8.csv,2502
7698,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.05,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.05_0.9.csv,2502
7699,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.05,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.05_0.95.csv,2502
7700,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.05,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.05_0.99.csv,2502
7701,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.0,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.0_0.8.csv,2502
7702,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.0,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.0_0.9.csv,2502
7703,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.0,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.0_0.95.csv,2502
7704,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.0,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.0_0.99.csv,2502
7705,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.1,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.1_0.8.csv,2502
7706,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.1,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.1_0.9.csv,2502
7707,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.1,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.1_0.95.csv,2502
7708,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.1,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.1_0.99.csv,2502
7709,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.2,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.2_0.8.csv,2502
7710,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.2,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.2_0.9.csv,2502
7711,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.2,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.2_0.95.csv,2502
7712,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.2,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.2_0.99.csv,2502
7713,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.3,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.3_0.8.csv,2502
7714,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.3,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.3_0.9.csv,2502
7715,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.3,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.3_0.95.csv,2502
7716,generic-paired-ris-Kidney,interventionslowerproteinuria_S-CAL,nan,1.3,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_S-CAL_nan_1.3_0.99.csv,2502
7717,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.8,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.8_none_0.8.csv,4170
7718,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.8,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.8_none_0.9.csv,4170
7719,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.8,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.8_none_0.95.csv,4170
7720,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.8,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.8_none_0.99.csv,4170
7721,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.95,none,0.8,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.95_none_0.8.csv,4170
7722,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.95,none,0.9,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.95_none_0.9.csv,4170
7723,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.95,none,0.95,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.95_none_0.95.csv,4170
7724,generic-paired-ris-Kidney,interventionslowerproteinuria_TM_QBCB,0.95,none,0.99,generic-paired-ris-Kidney_interventionslowerproteinuria_TM_QBCB_0.95_none_0.99.csv,4170
